no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
54,毒品,1111206,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基卡西酮,4.54
55,毒品,1111130,桃園市中壢區,普通住宅(一、二層樓),telegram,電腦網路,2,卡西酮,1375.4
56,毒品,1111027,新北市土城區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
57,毒品,1111117,臺北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.27
58,毒品,1111206,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.94
58,毒品,1111206,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.01
59,毒品,1111220,高雄市鳳山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.4
60,毒品,1111220,桃園市中壢區,汽車旅館,    ,    ,1,安非他命,0.55
61,毒品,1111220,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.3
61,毒品,1111220,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻（大麻花及大麻葉）,1.76
62,毒品,1111012,臺中市霧峰區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
63,毒品,1111110,新北市新店區,公寓(三至五層建築物),    ,客廳,1,甲基安非他命,0
64,毒品,1111204,新北市樹林區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,1.58
65,毒品,1111214,臺北市文山區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.49
66,毒品,1111214,臺中市沙鹿區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.4
67,毒品,1111031,雲林縣斗六市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
68,毒品,1111031,臺北市信義區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
69,毒品,1111205,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,53.18
70,毒品,1111108,新竹市東區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
71,毒品,1111023,臺中市北區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
71,毒品,1111023,臺中市北區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
72,毒品,1111015,屏東縣里港鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
73,毒品,1111224,臺南市中西區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.18
74,毒品,1111209,臺中市沙鹿區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,安非他命,21
75,毒品,1111228,新北市三重區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,甲基安非他命,0.78
76,毒品,1111228,新北市三重區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,0
77,毒品,1111207,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.38
78,毒品,1111010,苗栗縣大湖鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
79,毒品,1111119,桃園市龜山區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.83
80,毒品,1111207,桃園市龜山區,公寓(三至五層建築物),    ,    ,2,甲基安非他命,0.47
81,毒品,1111203,屏東縣恆春鎮,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),207.81
81,毒品,1111203,屏東縣恆春鎮,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,502.96
82,毒品,1111117,基隆市七堵區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.56
83,毒品,1111022,臺中市南屯區,透天厝,    ,    ,1,安非他命,0
83,毒品,1111022,臺中市南屯區,透天厝,    ,    ,1,嗎啡,0
84,毒品,1111222,彰化縣線西鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,1.79
85,毒品,1111227,南投縣竹山鎮,普通住宅(一、二層樓),    ,    ,2,安非他命,0.01
86,毒品,1111227,臺中市西屯區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.69
87,毒品,1111115,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
88,毒品,1111027,桃園市中壢區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
89,毒品,1111018,桃園市中壢區,公寓(三至五層建築物),    ,    ,1,海洛因,0
90,毒品,1111004,桃園市中壢區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
91,毒品,1111017,桃園市中壢區,出租公寓（套房）,    ,    ,1,海洛因,0.18
91,毒品,1111017,桃園市中壢區,出租公寓（套房）,    ,    ,1,安非他命,0.26
92,毒品,1111208,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基卡西酮,88.03
93,毒品,1111020,臺中市北區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
94,毒品,1111201,新北市淡水區,公寓(三至五層建築物),    ,    ,1,安非他命,0.6
95,毒品,1111204,基隆市安樂區,汽車旅館,    ,    ,2,海洛因,0.7
95,毒品,1111204,基隆市安樂區,汽車旅館,    ,    ,2,安非他命,1.3
95,毒品,1111204,基隆市安樂區,汽車旅館,    ,    ,2,海洛因,0.8
95,毒品,1111204,基隆市安樂區,汽車旅館,    ,    ,2,海洛因,1.1
96,毒品,1111121,臺南市安南區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
97,毒品,1111105,基隆市信義區,大廈(六層以上建築物),    ,房間（起居室）,1,安非他命,0
98,毒品,1111130,新北市新店區,汽車旅館,    ,    ,1,海洛因,0.2
99,毒品,1111207,高雄市大社區,透天厝,    ,    ,1,安非他命,1.83
99,毒品,1111207,高雄市大社區,透天厝,    ,    ,1,安非他命,1.01
100,毒品,1111220,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,1.6
101,毒品,1111002,雲林縣臺西鄉,空地(公、私用地),    ,    ,1,安非他命,0
102,毒品,1111201,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,1.6
103,毒品,1111211,臺中市沙鹿區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,安非他命,0.34
104,毒品,1111214,臺北市文山區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
105,毒品,1111117,新竹縣關西鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
106,毒品,1111224,花蓮縣新城鄉,普通住宅(一、二層樓),碼頭港口,    ,1,安非他命,0.27
107,毒品,1111204,臺北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
107,毒品,1111204,臺北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
108,毒品,1111206,高雄市鳳山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.3
109,毒品,1111101,高雄市鳳山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
110,毒品,1111105,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
110,毒品,1111105,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
111,毒品,1111126,臺中市大甲區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
112,毒品,1111012,臺南市學甲區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
113,毒品,1111103,苗栗縣頭份市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
113,毒品,1111103,苗栗縣頭份市,普通住宅(一、二層樓),    ,    ,1,海洛因,0
114,毒品,1111219,新北市新莊區,公路(省、縣、鄉、鎮道,    ,騎樓(走廊),1,安非他命,2.8
115,毒品,1111219,彰化縣和美鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,3.7
115,毒品,1111219,彰化縣和美鎮,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),13.1
116,毒品,1111222,彰化縣伸港鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
117,毒品,1111222,彰化縣線西鄉,普通住宅(一、二層樓),    ,    ,2,海洛因,32.4
117,毒品,1111222,彰化縣線西鄉,普通住宅(一、二層樓),    ,    ,2,安非他命,5
118,毒品,1111106,彰化縣和美鎮,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
119,毒品,1111229,宜蘭縣三星鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0.1
120,毒品,1111012,高雄市六龜區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
121,毒品,1111114,新北市三重區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
121,毒品,1111114,新北市三重區,公寓(三至五層建築物),    ,    ,1,安非他命,0
122,毒品,1111105,花蓮縣花蓮市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.6
123,毒品,1111208,澎湖縣馬公市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,2.75
123,毒品,1111208,澎湖縣馬公市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,2.49
124,毒品,1111105,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
125,毒品,1111106,新北市三重區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
125,毒品,1111106,新北市三重區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
126,毒品,1111119,新北市三重區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
127,毒品,1111122,新北市三重區,旅社飯店客棧,    ,    ,1,甲基安非他命,0
128,毒品,1111008,桃園市大園區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
129,毒品,1111128,苗栗縣後龍鎮,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
129,毒品,1111128,苗栗縣後龍鎮,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
129,毒品,1111128,苗栗縣後龍鎮,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
130,毒品,1111017,新北市新店區,公寓(三至五層建築物),    ,    ,1,大麻（大麻花及大麻葉）,0
131,毒品,1111010,臺中市西屯區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
132,毒品,1111025,臺南市鹽水區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
133,毒品,1111012,桃園市桃園區,普通住宅(一、二層樓),    ,    ,2,海洛因,102.07
133,毒品,1111012,桃園市桃園區,普通住宅(一、二層樓),    ,    ,2,安非他命,1.1
134,毒品,1111023,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
135,毒品,1111110,苗栗縣苑裡鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0.41
136,毒品,1111231,高雄市三民區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),15
137,毒品,1111021,彰化縣員林市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
138,毒品,1111105,臺中市南屯區,透天厝,    ,    ,1,安非他命,0
139,毒品,1111002,桃園市大園區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
140,毒品,1111024,桃園市觀音區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
141,毒品,1111213,桃園市中壢區,大廈(六層以上建築物),    ,    ,1,海洛因,7.91
142,毒品,1111202,桃園市中壢區,便利商店,Twitter,電腦網路,1,卡西酮,0.1
143,毒品,1111115,桃園市大溪區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
144,毒品,1111110,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,5,海洛因,0
145,毒品,1111016,臺中市潭子區,大廈(六層以上建築物),    ,    ,1,海洛因,0
145,毒品,1111016,臺中市潭子區,大廈(六層以上建築物),    ,    ,1,安非他命,0
146,毒品,1111103,臺南市白河區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
147,毒品,1111012,雲林縣二崙鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
148,毒品,1111215,桃園市觀音區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.45
149,毒品,1111108,臺中市西區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
150,毒品,1111013,屏東縣琉球鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
151,毒品,1111027,新北市樹林區,汽車旅館,    ,    ,1,甲基安非他命,0
152,毒品,1111025,新北市樹林區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
153,毒品,1111106,新竹市香山區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
154,毒品,1111025,屏東縣屏東市,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
155,毒品,1111210,屏東縣萬丹鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
156,毒品,1111017,屏東縣屏東市,普通住宅(一、二層樓),    ,    ,1,海洛因,0
156,毒品,1111017,屏東縣屏東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
157,毒品,1111211,屏東縣長治鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
158,毒品,1111026,屏東縣屏東市,公路(省、縣、鄉、鎮道,    ,汽車上,1,安非他命,0
158,毒品,1111026,屏東縣屏東市,公路(省、縣、鄉、鎮道,    ,汽車上,1,海洛因,0
159,毒品,1111110,基隆市安樂區,公寓(三至五層建築物),    ,    ,1,安非他命,0
160,毒品,1111016,桃園市中壢區,普通住宅(一、二層樓),    ,    ,1,4-甲基甲基卡西酮(喵喵),0
161,毒品,1111001,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.01
162,毒品,1111203,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,53.18
163,毒品,1111110,桃園市八德區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
164,毒品,1111225,桃園市八德區,普通住宅(一、二層樓),    ,    ,1,海洛因,0.24
165,毒品,1111220,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,2,K(愷)他命(含液態),19.8
165,毒品,1111220,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,2,K(愷)他命(含液態),319
166,毒品,1111220,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,"MDMA（快樂丸、搖頭丸、3,4-亞甲基雙氧甲基安非他命）",38.36
167,毒品,1111107,臺中市西區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
168,毒品,1111214,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
169,毒品,1111214,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,4.79
170,毒品,1111208,桃園市中壢區,大廈(六層以上建築物),    ,    ,1,安非他命,0
171,毒品,1111013,新竹市東區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
172,毒品,1111016,新北市土城區,公寓(三至五層建築物),    ,    ,1,嗎啡,0
173,毒品,1111026,嘉義縣朴子市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
174,毒品,1111027,宜蘭縣五結鄉,公路(省、縣、鄉、鎮道,    ,    ,1,鴉片(阿片),0
174,毒品,1111027,宜蘭縣五結鄉,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
175,毒品,1111016,宜蘭縣冬山鄉,空地(公、私用地),    ,    ,1,甲基安非他命,0
176,毒品,1111218,新北市蘆洲區,大廈(六層以上建築物),    ,    ,1,海洛因,0
177,毒品,1111204,臺北市大同區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,0
178,毒品,1111219,新北市三重區,大廈(六層以上建築物),    ,    ,2,安非他命,64.9
178,毒品,1111219,新北市三重區,大廈(六層以上建築物),    ,    ,2,海洛因,31.4
179,毒品,1111116,新北市三重區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
180,毒品,1111219,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
181,毒品,1111214,屏東縣高樹鄉,普通住宅(一、二層樓),    ,門口(出入口),1,安非他命,0.77
182,毒品,1111206,新北市樹林區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,甲基安非他命,0.35
183,毒品,1111217,屏東縣內埔鄉,普通住宅(一、二層樓),    ,大廳,1,安非他命,0
184,毒品,1111107,臺南市永康區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
185,毒品,1111209,臺中市北區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,46.8
186,毒品,1111206,臺南市北區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.28
186,毒品,1111206,臺南市北區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.44
187,毒品,1111222,臺南市中西區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.52
188,毒品,1111223,臺南市中西區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,150
188,毒品,1111223,臺南市中西區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),235.01
189,毒品,1111114,臺北市中正區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
190,毒品,1111011,桃園市中壢區,大廈(六層以上建築物),    ,    ,1,安非他命,0
191,毒品,1111005,桃園市中壢區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
192,毒品,1111023,桃園市中壢區,大廈(六層以上建築物),    ,    ,1,安非他命,0
193,毒品,1111207,桃園市大溪區,公路(省、縣、鄉、鎮道,    ,    ,1,4-甲基甲基卡西酮(喵喵),84
194,毒品,1111108,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
195,毒品,1111221,新北市三重區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,2.87
196,毒品,1111119,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
196,毒品,1111119,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基卡西酮,0
197,毒品,1111111,高雄市茄萣區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
198,毒品,1111129,臺南市東區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
199,毒品,1111111,花蓮縣花蓮市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.36
200,毒品,1111020,新北市板橋區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0.23
201,毒品,1111112,高雄市大樹區,普通住宅(一、二層樓),    ,    ,1,鴉片(阿片),0
201,毒品,1111112,高雄市大樹區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
202,毒品,1111212,臺東縣太麻里鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,17.67
203,毒品,1111212,臺東縣太麻里鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0.29
204,毒品,1111014,彰化縣和美鎮,商店行號,    ,    ,1,安非他命,0
205,毒品,1111005,新竹縣新埔鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
205,毒品,1111005,新竹縣新埔鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0
206,毒品,1111216,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.26
207,毒品,1111028,臺中市北區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
208,毒品,1111116,彰化縣彰化市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
209,毒品,1111122,彰化縣彰化市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
210,毒品,1111004,臺北市中正區,醫療院所(門診中心),    ,    ,1,安非他命,0
210,毒品,1111004,臺北市中正區,醫療院所(門診中心),    ,    ,1,海洛因,0
211,毒品,1111109,臺中市神岡區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
212,毒品,1111216,新竹市北區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,7.65
213,毒品,1111228,嘉義市東區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.1
214,毒品,1111228,嘉義市東區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.2
215,毒品,1111019,桃園市龜山區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
216,毒品,1111114,桃園市龍潭區,公寓(三至五層建築物),Twitter,電腦網路,3,卡西酮,0.1
217,毒品,1111220,桃園市蘆竹區,汽車旅館,    ,    ,2,安非他命,1.13
218,毒品,1111021,新竹縣湖口鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
219,毒品,1111026,臺北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
220,毒品,1111207,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,1.11
221,毒品,1111202,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.64
222,毒品,1111212,高雄市左營區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.27
223,毒品,1111222,高雄市左營區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.24
224,毒品,1111205,高雄市三民區,公路(省、縣、鄉、鎮道,    ,    ,2,K(愷)他命(含液態),36.71
224,毒品,1111205,高雄市三民區,公路(省、縣、鄉、鎮道,    ,    ,2,安非他命,6.78
225,毒品,1111023,桃園市八德區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
226,毒品,1111215,嘉義縣朴子市,普通住宅(一、二層樓),    ,    ,1,安非他命,1.41
227,毒品,1111101,高雄市燕巢區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
228,毒品,1111015,高雄市橋頭區,透天厝,    ,    ,1,甲基安非他命,0
229,毒品,1111013,高雄市橋頭區,透天厝,    ,    ,1,甲基安非他命,0
230,毒品,1111002,臺中市西屯區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
231,毒品,1111027,新北市林口區,公寓(三至五層建築物),    ,    ,3,大麻（大麻花及大麻葉）,4.96
232,毒品,1111209,臺北市松山區,公路(省、縣、鄉、鎮道,其他,電腦網路,1,安非他命,0.58
233,毒品,1111128,臺北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.28
