no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
13,毒品,20240407,新竹市東區,公路(省、縣、鄉、鎮道, ,巷口(路口),1,安非他命,376.32
13,毒品,20240407,新竹市東區,公路(省、縣、鄉、鎮道, ,巷口(路口),1,K(愷)他命(含液態),7.36
14,毒品,20240416,南投縣名間鄉,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
15,毒品,20240412,新北市瑞芳區,公路(省、縣、鄉、鎮道, , ,1,安非他命,16.09
16,毒品,20240416,臺南市永康區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.28
17,毒品,20240422,花蓮縣花蓮市,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.79
18,毒品,20240423,新北市平溪區,公寓(三至五層建築物), , ,1,安非他命,0
19,毒品,20240418,新北市五股區,公寓(三至五層建築物),WeChat微信,電腦網路,1,安非他命,57.33
20,毒品,20240405,臺南市永康區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
21,毒品,20240415,高雄市鼓山區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
22,毒品,20240422,基隆市安樂區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.25
23,毒品,20240411,桃園市中壢區,公路(省、縣、鄉、鎮道,Twitter,停車場,3,甲基卡西酮,2120
24,毒品,20240414,臺北市大安區,公路(省、縣、鄉、鎮道, , ,1,"MDMA（快樂丸、搖頭丸、3,4-亞甲基雙氧甲基安非他命）",4.21
24,毒品,20240414,臺北市大安區,公路(省、縣、鄉、鎮道, , ,1,4-甲基甲基卡西酮(喵喵),39.52
25,毒品,20240427,新北市板橋區,公路(省、縣、鄉、鎮道, , ,1,甲基安非他命,3.09
26,毒品,20240410,臺南市中西區,普通住宅(一、二層樓), , ,1,安非他命,0.24
27,毒品,20240402,屏東縣萬丹鄉,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.27
28,毒品,20240414,臺中市南屯區,公路(省、縣、鄉、鎮道, , ,1,"MDMA（快樂丸、搖頭丸、3,4-亞甲基雙氧甲基安非他命）",0.1
29,毒品,20240417,臺北市大同區,公路(省、縣、鄉、鎮道, , ,1,安非他命,12.97
30,毒品,20240413,臺中市北屯區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.3
31,毒品,20240405,新竹市香山區,普通住宅(一、二層樓), , ,1,海洛因,0.2
32,毒品,20240409,雲林縣大埤鄉,普通住宅(一、二層樓), , ,1,安非他命,1.05
33,毒品,20240417,南投縣南投市,普通住宅(一、二層樓), , ,1,海洛因,0.35
33,毒品,20240417,南投縣南投市,普通住宅(一、二層樓), , ,1,安非他命,1.64
34,毒品,20240417,南投縣名間鄉,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.21
35,毒品,20240418,新竹市北區,公路(省、縣、鄉、鎮道, , ,1,K(愷)他命(含液態),15.1
36,毒品,20240405,新北市汐止區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.46
37,毒品,20240402,高雄市苓雅區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
38,毒品,20240411,臺南市中西區,公路(省、縣、鄉、鎮道, , ,1,K(愷)他命(含液態),306.74
39,毒品,20240401,嘉義市西區,公路(省、縣、鄉、鎮道, ,巷口(路口),1,K(愷)他命(含液態),11.96
39,毒品,20240401,嘉義市西區,公路(省、縣、鄉、鎮道, ,巷口(路口),1,4-甲基甲基卡西酮(喵喵),280.56
40,毒品,20240402,金門縣金湖鎮,機場, , ,1,K(愷)他命(含液態),199.75
41,毒品,20240410,臺北市文山區,普通住宅(一、二層樓), , ,1,海洛因,0
41,毒品,20240410,臺北市文山區,普通住宅(一、二層樓), , ,1,安非他命,0
42,毒品,20240409,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,安非他命,1.27
43,毒品,20240424,新北市新店區,大廈(六層以上建築物), , ,1,安非他命,0.99
44,毒品,20240420,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.95
45,毒品,20240420,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.52
46,毒品,20240415,臺北市萬華區,公寓(三至五層建築物), , ,1,海洛因,0.4
47,毒品,20240416,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,安非他命,1.14
48,毒品,20240419,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.17
49,毒品,20240420,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
50,毒品,20240422,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,安非他命,1.73
51,毒品,20240407,新北市三重區,公寓(三至五層建築物), , ,2,安非他命,0
52,毒品,20240420,新北市三重區,公路(省、縣、鄉、鎮道, , ,1,甲基安非他命,1.1
53,毒品,20240415,南投縣名間鄉,普通住宅(一、二層樓), , ,1,安非他命,7.77
54,毒品,20240413,雲林縣虎尾鎮,公路(省、縣、鄉、鎮道, , ,1,海洛因,4.77
54,毒品,20240413,雲林縣虎尾鎮,公路(省、縣、鄉、鎮道, , ,1,安非他命,20.82
55,毒品,20240410,花蓮縣花蓮市,公路(省、縣、鄉、鎮道, ,汽車上,1,大麻（大麻花及大麻葉）,0.39
56,毒品,20240402,高雄市三民區,公路(省、縣、鄉、鎮道,其他,電腦網路,1,安非他命,4.17
57,毒品,20240410,臺南市佳里區,透天厝, , ,1,安非他命,1.11
57,毒品,20240410,臺南市佳里區,透天厝, , ,1,K(愷)他命(含液態),1.05
58,毒品,20240416,屏東縣竹田鄉,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.83
59,毒品,20240402,新北市板橋區,公路(省、縣、鄉、鎮道, , ,1,4-甲基甲基卡西酮(喵喵),26
60,毒品,20240411,新北市蘆洲區,普通住宅(一、二層樓), , ,1,甲基卡西酮,11.4
61,毒品,20240408,臺南市安定區,普通住宅(一、二層樓), , ,1,安非他命,1.3
62,毒品,20240403,基隆市仁愛區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.22
63,毒品,20240424,桃園市龜山區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
64,毒品,20240425,嘉義縣民雄鄉,普通住宅(一、二層樓), , ,1,4-甲基甲基卡西酮(喵喵),74.3
65,毒品,20240410,新北市新店區,普通住宅(一、二層樓), , ,1,K(愷)他命(含液態),21.49
66,毒品,20240403,臺北市大同區,公路(省、縣、鄉、鎮道, , ,1,安非他命,28.04
67,毒品,20240405,南投縣竹山鎮,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.21
68,毒品,20240427,臺北市中山區,出租公寓（套房）, , ,1,海洛因,1.27
68,毒品,20240427,臺北市中山區,出租公寓（套房）, , ,1,安非他命,0.21
68,毒品,20240427,臺北市中山區,出租公寓（套房）, , ,1,安非他命,7.86
69,毒品,20240418,南投縣草屯鎮,普通住宅(一、二層樓), , ,1,安非他命,0.01
70,毒品,20240414,屏東縣內埔鄉,普通住宅(一、二層樓), ,巷口(路口),1,安非他命,0
71,毒品,20240402,苗栗縣頭份市,公路(省、縣、鄉、鎮道, , ,1,海洛因,3.08
71,毒品,20240402,苗栗縣頭份市,公路(省、縣、鄉、鎮道, , ,1,大麻（大麻花及大麻葉）,0.46
71,毒品,20240402,苗栗縣頭份市,公路(省、縣、鄉、鎮道, , ,1,硝甲西泮(硝甲氮平),104.38
72,毒品,20240403,臺中市沙鹿區,公路(省、縣、鄉、鎮道, ,巷口(路口),1,安非他命,0.69
73,毒品,20240421,臺中市南區,大廈(六層以上建築物), , ,1,安非他命,0.7
74,毒品,20240408,臺中市北區,公路(省、縣、鄉、鎮道, , ,1,4-甲基甲基卡西酮(喵喵),141.5
75,毒品,20240419,新北市三重區,公路(省、縣、鄉、鎮道, , ,1,甲基安非他命,1.5
76,毒品,20240418,彰化縣福興鄉,鐵皮屋, , ,1,安非他命,0.63
77,毒品,20240423,新北市三重區,普通住宅(一、二層樓), , ,1,甲基安非他命,2.61
78,毒品,20240423,新北市三重區,公路(省、縣、鄉、鎮道, , ,1,甲基安非他命,4
79,毒品,20240407,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
80,毒品,20240405,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,安非他命,3.46
81,毒品,20240410,臺南市中西區,公路(省、縣、鄉、鎮道, , ,1,K(愷)他命(含液態),8.33
82,毒品,20240417,高雄市苓雅區,公路(省、縣、鄉、鎮道, , ,1,安非他命,1
83,毒品,20240423,宜蘭縣五結鄉,普通住宅(一、二層樓), , ,1,海洛因,0
83,毒品,20240423,宜蘭縣五結鄉,普通住宅(一、二層樓), , ,1,安非他命,0.21
84,毒品,20240401,臺東縣池上鄉,公路(省、縣、鄉、鎮道, , ,1,安非他命,1.34
85,毒品,20240415,桃園市中壢區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0
85,毒品,20240415,桃園市中壢區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
86,毒品,20240417,臺南市鹽水區,普通住宅(一、二層樓), , ,1,K(愷)他命(含液態),7.85
86,毒品,20240417,臺南市鹽水區,普通住宅(一、二層樓), , ,1,4-甲基甲基卡西酮(喵喵),0
87,毒品,20240418,桃園市大溪區,普通住宅(一、二層樓), , ,1,大麻（大麻花及大麻葉）,1.38
87,毒品,20240418,桃園市大溪區,普通住宅(一、二層樓), , ,1,K(愷)他命(含液態),25.39
87,毒品,20240418,桃園市大溪區,普通住宅(一、二層樓), , ,1,K(愷)他命(含液態),99.68
88,毒品,20240411,高雄市三民區,大廈(六層以上建築物), , ,2,大麻（大麻花及大麻葉）,1.76
88,毒品,20240411,高雄市三民區,大廈(六層以上建築物), , ,2,安非他命,0.35
89,毒品,20240408,臺北市南港區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
89,毒品,20240408,臺北市南港區,公路(省、縣、鄉、鎮道, , ,1,甲基安非他命,0
90,毒品,20240425,宜蘭縣宜蘭市,公路(省、縣、鄉、鎮道, , ,1,卡西酮,59.1
91,毒品,20240430,臺中市北屯區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.32
92,毒品,20240416,高雄市苓雅區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.27
93,毒品,20240410,桃園市中壢區,公路(省、縣、鄉、鎮道, ,汽車上,1,海洛因,0.44
94,毒品,20240408,桃園市中壢區,公路(省、縣、鄉、鎮道,Twitter,電腦網路,1,甲基卡西酮,16.8
95,毒品,20240408,桃園市中壢區,大廈(六層以上建築物),LINE,電腦網路,1,甲基卡西酮,54.3
95,毒品,20240408,桃園市中壢區,大廈(六層以上建築物),LINE,電腦網路,1,甲基卡西酮,78.6
96,毒品,20240417,新北市新莊區,透天厝, , ,5,大麻（大麻花及大麻葉）,74
97,毒品,20240401,屏東縣潮州鎮,空屋, , ,1,海洛因,0.57
98,毒品,20240401,彰化縣社頭鄉,普通住宅(一、二層樓), , ,1,安非他命,0
99,毒品,20240415,高雄市前金區,公路(省、縣、鄉、鎮道, , ,1,卡西酮,11.85
100,毒品,20240423,臺中市北屯區,便利商店, , ,1,安非他命,0.8
101,毒品,20240415,彰化縣伸港鄉,普通住宅(一、二層樓), , ,1,大麻（大麻花及大麻葉）,76.82
101,毒品,20240415,彰化縣伸港鄉,普通住宅(一、二層樓), , ,1,K(愷)他命(含液態),1.82
102,毒品,20240418,新北市新莊區,普通住宅(一、二層樓), , ,1,大麻（大麻花及大麻葉）,1
103,毒品,20240410,基隆市信義區,公路(省、縣、鄉、鎮道, , ,1,安非他命,1.35
104,毒品,20240423,臺北市內湖區,公寓(三至五層建築物), , ,1,大麻（大麻花及大麻葉）,0
105,毒品,20240410,嘉義縣太保市,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.31
106,毒品,20240416,新北市泰山區,汽車旅館, , ,1,甲基安非他命,27.37
107,毒品,20240423,桃園市中壢區,公路(省、縣、鄉、鎮道, , ,1,卡西酮,5.59
108,毒品,20240426,臺北市北投區,公寓(三至五層建築物), , ,1,K(愷)他命(含液態),68.01
109,毒品,20240417,臺北市內湖區,公路(省、縣、鄉、鎮道, , ,1,安非他命,2.43
110,毒品,20240402,新北市蘆洲區,普通住宅(一、二層樓), , ,1,甲基安非他命,1.5
111,毒品,20240412,臺北市中正區,醫療院所(門診中心), , ,1,海洛因,0
112,毒品,20240424,臺中市太平區,大廈(六層以上建築物), , ,1,安非他命,0.1
113,毒品,20240424,臺中市太平區,大廈(六層以上建築物), , ,1,K(愷)他命(含液態),49
114,毒品,20240418,臺中市沙鹿區,公路(省、縣、鄉、鎮道, ,巷口(路口),1,安非他命,0.27
115,毒品,20240415,臺北市大安區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
116,毒品,20240409,臺中市沙鹿區,公路(省、縣、鄉、鎮道, , ,1,安非他命,1.27
116,毒品,20240409,臺中市沙鹿區,公路(省、縣、鄉、鎮道, , ,1,安非他命,2.63
117,毒品,20240418,臺中市梧棲區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.24
117,毒品,20240418,臺中市梧棲區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
118,毒品,20240419,臺北市大安區,公路(省、縣、鄉、鎮道, , ,1,安非他命,7.99
119,毒品,20240417,新北市三重區,公寓(三至五層建築物), , ,1,海洛因,0.6
119,毒品,20240417,新北市三重區,公寓(三至五層建築物), , ,1,安非他命,0.2
120,毒品,20240422,高雄市前鎮區,公路(省、縣、鄉、鎮道, , ,1,安非他命,1.94
121,毒品,20240410,臺北市大安區,公路(省、縣、鄉、鎮道, , ,1,大麻（大麻花及大麻葉）,0.16
121,毒品,20240410,臺北市大安區,公路(省、縣、鄉、鎮道, , ,1,安非他命,1
122,毒品,20240408,臺北市大安區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.37
123,毒品,20240407,臺北市大安區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.85
124,毒品,20240404,臺北市大安區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.2
125,毒品,20240407,臺北市大安區,公路(省、縣、鄉、鎮道, , ,1,K(愷)他命(含液態),16.07
126,毒品,20240407,臺北市大安區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.95
127,毒品,20240407,臺北市大安區,公路(省、縣、鄉、鎮道, , ,1,大麻（大麻花及大麻葉）,0.08
127,毒品,20240407,臺北市大安區,公路(省、縣、鄉、鎮道, , ,1,K(愷)他命(含液態),26.33
128,毒品,20240408,臺北市大安區,公路(省、縣、鄉、鎮道, , ,1,安非他命,141.7
129,毒品,20240430,臺北市萬華區,普通住宅(一、二層樓), , ,1,安非他命,0
130,毒品,20240418,臺中市沙鹿區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.27
131,毒品,20240418,臺中市梧棲區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.24
132,毒品,20240422,南投縣埔里鎮,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.64
132,毒品,20240422,南投縣埔里鎮,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.27
133,毒品,20240413,基隆市仁愛區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.5
134,毒品,20240405,高雄市苓雅區,公路(省、縣、鄉、鎮道, , ,1,安非他命,1.05
135,毒品,20240411,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.42
136,毒品,20240405,臺北市內湖區,公路(省、縣、鄉、鎮道, , ,1,大麻（大麻花及大麻葉）,2.74
137,毒品,20240417,宜蘭縣冬山鄉,一般餐廳、飲食店, , ,1,卡西酮,92
137,毒品,20240417,宜蘭縣冬山鄉,一般餐廳、飲食店, , ,1,卡西酮,208
137,毒品,20240417,宜蘭縣冬山鄉,一般餐廳、飲食店, , ,1,K(愷)他命(含液態),2.03
138,毒品,20240407,高雄市鳳山區,公路(省、縣、鄉、鎮道, , ,1,K(愷)他命(含液態),21.4
139,毒品,20240407,高雄市鳳山區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.3
140,毒品,20240402,新北市板橋區,公路(省、縣、鄉、鎮道, , ,1,甲基安非他命,14.17
141,毒品,20240422,高雄市鳳山區,公園, , ,1,大麻（大麻花及大麻葉）,0
142,毒品,20240406,高雄市三民區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.21
143,毒品,20240412,高雄市路竹區,透天厝, , ,1,海洛因,0.63
144,毒品,20240405,臺南市官田區,公路(省、縣、鄉、鎮道, , ,1,安非他命,7.9
145,毒品,20240404,高雄市三民區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.62
145,毒品,20240404,高雄市三民區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.37
146,毒品,20240401,新北市板橋區,公路(省、縣、鄉、鎮道, , ,1,甲基安非他命,6.5
147,毒品,20240401,新北市土城區,公路(省、縣、鄉、鎮道, ,街道馬路,1,海洛因,0.34
147,毒品,20240401,新北市土城區,公路(省、縣、鄉、鎮道, ,街道馬路,1,安非他命,0.71
148,毒品,20240430,嘉義縣竹崎鄉,普通住宅(一、二層樓), , ,1,海洛因,79.2
148,毒品,20240430,嘉義縣竹崎鄉,普通住宅(一、二層樓), , ,1,安非他命,0
149,毒品,20240413,桃園市桃園區,出租公寓（套房）, , ,3,大麻（大麻花及大麻葉）,0.96
149,毒品,20240413,桃園市桃園區,出租公寓（套房）, , ,3,4-甲基甲基卡西酮(喵喵),81.38
150,毒品,20240428,桃園市桃園區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
151,毒品,20240403,臺中市西屯區,酒家, , ,1,安非他命,16
152,毒品,20240407,新竹縣竹北市,大廈(六層以上建築物), ,房間（起居室）,1,大麻（大麻花及大麻葉）,3.03
153,毒品,20240401,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
154,毒品,20240410,新北市瑞芳區,普通住宅(一、二層樓), , ,1,安非他命,1.03
155,毒品,20240423,臺南市仁德區,普通住宅(一、二層樓), , ,1,安非他命,115.26
156,毒品,20240401,桃園市八德區,普通住宅(一、二層樓), , ,1,安非他命,0
157,毒品,20240420,臺北市中山區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.8
158,毒品,20240418,新北市三重區,公路(省、縣、鄉、鎮道, , ,1,甲基安非他命,2.57
159,毒品,20240412,新北市三重區,普通住宅(一、二層樓), , ,3,甲基安非他命,1.09
160,毒品,20240423,嘉義縣民雄鄉,空地(公、私用地), , ,1,4-甲基甲基卡西酮(喵喵),50
161,毒品,20240426,新北市八里區,出租公寓（套房）,LINE,電腦網路,1,海洛因,0.28
161,毒品,20240426,新北市八里區,出租公寓（套房）,LINE,電腦網路,1,安非他命,7.49
162,毒品,20240412,新北市三重區,公路(省、縣、鄉、鎮道, , ,1,4-甲基甲基卡西酮(喵喵),29.39
163,毒品,20240405,新北市新店區,公寓(三至五層建築物), , ,1,安非他命,0.63
164,毒品,20240426,新北市三重區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.8
164,毒品,20240426,新北市三重區,公路(省、縣、鄉、鎮道, , ,1,甲基安非他命,0.5
165,毒品,20240402,臺中市北區,汽車旅館, , ,1,K(愷)他命(含液態),11.96
165,毒品,20240402,臺中市北區,汽車旅館, , ,1,K(愷)他命(含液態),18.23
166,毒品,20240421,臺北市中山區,公路(省、縣、鄉、鎮道, , ,1,"MDMA（快樂丸、搖頭丸、3,4-亞甲基雙氧甲基安非他命）",4.58
167,毒品,20240422,高雄市左營區,大廈(六層以上建築物), , ,1,安非他命,0
168,毒品,20240419,彰化縣花壇鄉,普通住宅(一、二層樓), , ,1,安非他命,1.32
169,毒品,20240423,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,安非他命,3.04
170,毒品,20240423,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.37
171,毒品,20240423,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.7
172,毒品,20240418,嘉義縣民雄鄉,普通住宅(一、二層樓), , ,1,安非他命,1.57
173,毒品,20240418,嘉義縣民雄鄉,普通住宅(一、二層樓), , ,1,海洛因,0.3
173,毒品,20240418,嘉義縣民雄鄉,普通住宅(一、二層樓), , ,1,安非他命,11.39
174,毒品,20240416,臺中市潭子區,大廈(六層以上建築物), , ,1,安非他命,20.15
175,毒品,20240409,宜蘭縣員山鄉,公路(省、縣、鄉、鎮道, , ,1,海洛因,1.16
175,毒品,20240409,宜蘭縣員山鄉,公路(省、縣、鄉、鎮道, , ,1,安非他命,1.06
176,毒品,20240430,嘉義市西區,普通住宅(一、二層樓), , ,1,4-甲基甲基卡西酮(喵喵),0
177,毒品,20240404,嘉義縣民雄鄉,獨立專門停車塔(場), , ,1,安非他命,2.83
177,毒品,20240404,嘉義縣民雄鄉,獨立專門停車塔(場), , ,1,K(愷)他命(含液態),0.87
177,毒品,20240404,嘉義縣民雄鄉,獨立專門停車塔(場), , ,1,4-甲基甲基卡西酮(喵喵),2
178,毒品,20240423,臺中市太平區,公路(省、縣、鄉、鎮道, , ,2,安非他命,45.2
179,毒品,20240410,新北市樹林區,公路(省、縣、鄉、鎮道,WeChat微信,電腦網路,1,甲氧基甲基卡西酮Methoxymethcathinone,12.63
180,毒品,20240419,嘉義市東區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.27
181,毒品,20240412,臺南市關廟區,普通住宅(一、二層樓), , ,1,安非他命,0.5
182,毒品,20240423,宜蘭縣冬山鄉,公路(省、縣、鄉、鎮道, ,汽車上,1,海洛因,11.06
182,毒品,20240423,宜蘭縣冬山鄉,公路(省、縣、鄉、鎮道, ,汽車上,1,安非他命,3.96
183,毒品,20240420,新竹市東區,公路(省、縣、鄉、鎮道, ,街道馬路,1,海洛因,0.3
184,毒品,20240404,臺北市中山區,公路(省、縣、鄉、鎮道, , ,1,安非他命,1.39
185,毒品,20240415,嘉義縣水上鄉,普通住宅(一、二層樓), , ,1,安非他命,2.17
186,毒品,20240404,桃園市八德區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
187,毒品,20240406,高雄市楠梓區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.66
188,毒品,20240421,臺中市西屯區,公路(省、縣、鄉、鎮道, , ,1,安非他命,2
189,毒品,20240423,臺中市西屯區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.6
190,毒品,20240410,臺北市中山區,公路(省、縣、鄉、鎮道, , ,1,K(愷)他命(含液態),28.13
191,毒品,20240411,桃園市中壢區,公路(省、縣、鄉、鎮道, , ,1,安非他命,1.2
192,毒品,20240410,桃園市中壢區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.4
193,毒品,20240411,桃園市中壢區,公路(省、縣、鄉、鎮道, ,汽車上,1,安非他命,0.9
194,毒品,20240412,臺中市潭子區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.28
195,毒品,20240414,新北市三重區,大廈(六層以上建築物), , ,1,K(愷)他命(含液態),15
196,毒品,20240412,新竹市北區,公路(省、縣、鄉、鎮道, , ,1,K(愷)他命(含液態),11.6
197,毒品,20240428,桃園市平鎮區,大廈(六層以上建築物), ,客廳,1,海洛因,60.5
197,毒品,20240428,桃園市平鎮區,大廈(六層以上建築物), ,客廳,1,大麻（大麻花及大麻葉）,33.27
197,毒品,20240428,桃園市平鎮區,大廈(六層以上建築物), ,客廳,1,安非他命,143.24
197,毒品,20240428,桃園市平鎮區,大廈(六層以上建築物), ,客廳,1,"MDMA（快樂丸、搖頭丸、3,4-亞甲基雙氧甲基安非他命）",6.78
197,毒品,20240428,桃園市平鎮區,大廈(六層以上建築物), ,客廳,1,K(愷)他命(含液態),50.05
198,毒品,20240414,新北市中和區,大廈(六層以上建築物), , ,1,大麻（大麻花及大麻葉）,6
198,毒品,20240414,新北市中和區,大廈(六層以上建築物), , ,1,K(愷)他命(含液態),33
199,毒品,20240401,臺中市北屯區,公路(省、縣、鄉、鎮道, , ,1,"MDMA（快樂丸、搖頭丸、3,4-亞甲基雙氧甲基安非他命）",0.1
200,毒品,20240424,屏東縣屏東市,公園, ,巷口(路口),1,K(愷)他命(含液態),19.64
201,毒品,20240413,桃園市中壢區,汽車旅館, , ,1,安非他命,2.7
202,毒品,20240419,桃園市中壢區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
203,毒品,20240419,嘉義縣大林鎮,空地(公、私用地), , ,1,安非他命,2.92
204,毒品,20240424,臺北市大同區,公路(省、縣、鄉、鎮道, , ,1,安非他命,3.48
205,毒品,20240403,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,海洛因,6.08
205,毒品,20240403,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,安非他命,18.07
205,毒品,20240403,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,卡西酮,3.3
206,毒品,20240409,新北市土城區,公路(省、縣、鄉、鎮道, ,街道馬路,1,安非他命,0.01
207,毒品,20240425,桃園市大溪區,出租公寓（套房）,LINE,電腦網路,1,安非他命,0.35
207,毒品,20240425,桃園市大溪區,出租公寓（套房）,LINE,電腦網路,1,安非他命,5.68
207,毒品,20240425,桃園市大溪區,出租公寓（套房）,LINE,電腦網路,1,安非他命,6.46
208,毒品,20240418,桃園市大園區,機場, , ,4,海洛因,9463.48
209,毒品,20240408,高雄市鳳山區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.43
210,毒品,20240406,臺中市豐原區,公路(省、縣、鄉、鎮道, , ,1,安非他命,1.75
211,毒品,20240416,基隆市仁愛區,公路(省、縣、鄉、鎮道, , ,1,安非他命,7.42
212,毒品,20240419,新竹市北區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.64
212,毒品,20240419,新竹市北區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.98
213,毒品,20240430,高雄市新興區,公路(省、縣、鄉、鎮道, , ,1,安非他命,12
214,毒品,20240412,雲林縣虎尾鎮,普通住宅(一、二層樓), , ,1,安非他命,6.5
