no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
15,毒品,1121111,高雄市田寮區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.5
16,毒品,1121130,新北市蘆洲區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.73
16,毒品,1121130,新北市蘆洲區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,2.72
17,毒品,1121109,臺北市中正區,法院及其分院(含檢察署,    ,    ,1,安非他命,2.17
18,毒品,1121125,臺中市太平區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.49
19,毒品,1121125,臺中市太平區,普通住宅(一、二層樓),    ,    ,1,海洛因,0.33
20,毒品,1121123,臺中市太平區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.48
21,毒品,1121003,宜蘭縣五結鄉,普通住宅(一、二層樓),    ,    ,1,嗎啡,0
22,毒品,1121031,宜蘭縣羅東鎮,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),0.33
22,毒品,1121031,宜蘭縣羅東鎮,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.6
23,毒品,1121116,桃園市大園區,機場,    ,    ,1,海洛因,5983.5
24,毒品,1121106,宜蘭縣羅東鎮,旅社飯店客棧,    ,    ,1,海洛因,0.5
25,毒品,1121105,苗栗縣苑裡鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0.64
26,毒品,1121010,苗栗縣竹南鎮,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
27,毒品,1121127,臺南市仁德區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),5
27,毒品,1121127,臺南市仁德區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基卡西酮,0
28,毒品,1121025,臺南市玉井區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
29,毒品,1121018,臺南市六甲區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
30,毒品,1121017,臺南市六甲區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
31,毒品,1121006,新竹縣竹北市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
32,毒品,1121005,新竹縣竹北市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
33,毒品,1121014,新竹縣竹北市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
34,毒品,1121103,臺北市內湖區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,2.12
35,毒品,1121111,新北市新莊區,公路(省、縣、鄉、鎮道,其他,電腦網路,2,甲氧基甲基卡西酮Methoxymethcathinone,0.1
36,毒品,1121007,新北市新莊區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
37,毒品,1121103,桃園市蘆竹區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.92
38,毒品,1121031,新北市鶯歌區,大廈(六層以上建築物),    ,    ,2,K(愷)他命(含液態),12.6
39,毒品,1121121,高雄市鳳山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.3
40,毒品,1121121,高雄市鳳山區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),5
41,毒品,1121116,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
42,毒品,1121023,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,2.16
43,毒品,1121026,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.24
44,毒品,1121021,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),91.6
45,毒品,1121104,新竹市東區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,1.05
46,毒品,1121127,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,機車上,1,安非他命,2.74
47,毒品,1121003,基隆市暖暖區,普通住宅(一、二層樓),    ,    ,2,安非他命,8.51
47,毒品,1121003,基隆市暖暖區,普通住宅(一、二層樓),    ,    ,2,K(愷)他命(含液態),40.2
48,毒品,1121026,臺北市士林區,大廈(六層以上建築物),    ,    ,2,大麻（大麻花及大麻葉）,24.86
49,毒品,1121103,新北市蘆洲區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0.36
50,毒品,1121011,基隆市中正區,公寓(三至五層建築物),    ,    ,1,安非他命,0
51,毒品,1121018,桃園市龜山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.1
52,毒品,1121106,高雄市左營區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.41
53,毒品,1121020,臺北市大同區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
54,毒品,1121127,新北市五股區,公寓(三至五層建築物),    ,    ,1,卡西酮,0
55,毒品,1121003,新竹縣北埔鄉,普通住宅(一、二層樓),    ,客廳,1,大麻種子,7.3
56,毒品,1121207,南投縣草屯鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0.46
57,毒品,1121204,高雄市仁武區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),14.06
57,毒品,1121204,高雄市仁武區,公路(省、縣、鄉、鎮道,    ,    ,1,"MDMA（快樂丸、搖頭丸、3,4-亞甲基雙氧甲基安非他命）",2.8
58,毒品,1121205,高雄市仁武區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.1
59,毒品,1121021,高雄市大樹區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
60,毒品,1121129,嘉義縣朴子市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
60,毒品,1121129,嘉義縣朴子市,普通住宅(一、二層樓),    ,    ,1,海洛因,0
61,毒品,1121218,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,3.38
62,毒品,1121102,花蓮縣吉安鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
63,毒品,1121029,花蓮縣吉安鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
64,毒品,1121205,新北市樹林區,透天厝,    ,    ,1,甲基安非他命,28.9
65,毒品,1121201,苗栗縣苗栗市,普通住宅(一、二層樓),    ,    ,1,安非他命,0.28
66,毒品,1121111,臺南市中西區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻（大麻花及大麻葉）,0.25
67,毒品,1121110,臺南市中西區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻（大麻花及大麻葉）,0.56
68,毒品,1121106,桃園市大溪區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
69,毒品,1121211,嘉義市西區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.35
70,毒品,1121209,嘉義市西區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,0
71,毒品,1121207,臺北市文山區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
72,毒品,1121205,苗栗縣大湖鄉,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.74
72,毒品,1121205,苗栗縣大湖鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,2.28
73,毒品,1121020,高雄市橋頭區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
74,毒品,1121206,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,4-甲基甲基卡西酮(喵喵),14.39
75,毒品,1121114,臺北市大安區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
76,毒品,1121209,臺南市永康區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.4
77,毒品,1121210,臺南市永康區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.34
78,毒品,1121015,臺北市北投區,公寓(三至五層建築物),    ,    ,1,安非他命,0
79,毒品,1121207,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.82
79,毒品,1121207,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.31
80,毒品,1121102,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
81,毒品,1121031,新北市三重區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0.03
82,毒品,1121207,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.3
83,毒品,1121106,雲林縣虎尾鎮,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),19.07
84,毒品,1121106,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.01
85,毒品,1121111,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.02
86,毒品,1121025,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
87,毒品,1121113,新北市中和區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,嗎啡,0
87,毒品,1121113,新北市中和區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
87,毒品,1121113,新北市中和區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,甲基安非他命,0
88,毒品,1121107,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
89,毒品,1121226,桃園市龜山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
90,毒品,1121218,新竹縣寶山鄉,獨立專門停車塔(場),    ,    ,1,K(愷)他命(含液態),10.7
91,毒品,1121003,屏東縣屏東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
92,毒品,1121010,屏東縣麟洛鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
93,毒品,1121205,嘉義市西區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.5
94,毒品,1121220,高雄市前金區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,38.89
95,毒品,1121014,高雄市前金區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
95,毒品,1121014,高雄市前金區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
96,毒品,1121022,臺中市大里區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
97,毒品,1121113,臺中市后里區,大廈(六層以上建築物),    ,    ,1,海洛因,0
98,毒品,1121026,臺中市西屯區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
99,毒品,1121213,臺中市西屯區,電子遊戲場,    ,    ,1,安非他命,0.7
100,毒品,1121104,新竹縣橫山鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
101,毒品,1121122,新竹縣橫山鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
102,毒品,1121026,高雄市湖內區,透天厝,    ,    ,1,安非他命,0
103,毒品,1121124,臺南市仁德區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
104,毒品,1121207,雲林縣斗六市,普通住宅(一、二層樓),    ,    ,1,安非他命,4.19
105,毒品,1121012,雲林縣斗六市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
106,毒品,1121108,雲林縣斗六市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
107,毒品,1121230,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
108,毒品,1121230,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.72
109,毒品,1121229,臺中市西屯區,公寓(三至五層建築物),    ,    ,1,K(愷)他命(含液態),30
110,毒品,1121129,臺南市中西區,普通住宅(一、二層樓),    ,    ,1,安非他命,1.48
111,毒品,1121207,臺北市文山區,公路(省、縣、鄉、鎮道,    ,街道馬路,2,安非他命,18.8
112,毒品,1121229,屏東縣屏東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
112,毒品,1121229,屏東縣屏東市,普通住宅(一、二層樓),    ,    ,1,4-甲基甲基卡西酮(喵喵),167.3
113,毒品,1121109,新竹縣芎林鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
114,毒品,1121226,嘉義縣民雄鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0.93
115,毒品,1121222,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,4-甲基甲基卡西酮(喵喵),11.4
116,毒品,1121209,臺北市信義區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.5
117,毒品,1121218,臺中市太平區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.8
117,毒品,1121218,臺中市太平區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.54
118,毒品,1121212,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.38
119,毒品,1121201,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.84
120,毒品,1121210,桃園市大園區,機場,    ,    ,1,海洛因,6926
121,毒品,1121020,臺中市西屯區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
122,毒品,1121028,臺中市太平區,普通住宅(一、二層樓),    ,    ,1,安非他命,1
123,毒品,1121216,屏東縣長治鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,3.7
124,毒品,1121219,屏東縣內埔鄉,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
125,毒品,1121201,嘉義市東區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),54.9
126,毒品,1121213,臺北市文山區,公寓(三至五層建築物),    ,    ,1,安非他命,2.9
127,毒品,1121111,高雄市三民區,碼頭港口,    ,    ,1,安非他命,0
128,毒品,1121112,高雄市三民區,碼頭港口,    ,    ,1,安非他命,0
129,毒品,1121028,高雄市鳳山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
130,毒品,1121121,新竹市東區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,0
131,毒品,1121215,屏東縣潮州鎮,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.8
132,毒品,1121008,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
133,毒品,1121202,新北市土城區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,0.58
134,毒品,1121026,苗栗縣頭份市,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
135,毒品,1121216,臺北市松山區,大廈(六層以上建築物),    ,    ,1,安非他命,0.34
136,毒品,1121207,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,70.74
137,毒品,1121208,臺南市北區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),18.39
138,毒品,1121120,臺北市大同區,公寓(三至五層建築物),    ,    ,2,安非他命,0
139,毒品,1121219,花蓮縣吉安鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,0
140,毒品,1121207,新北市板橋區,公寓(三至五層建築物),    ,    ,1,海洛因,1
140,毒品,1121207,新北市板橋區,公寓(三至五層建築物),    ,    ,1,安非他命,0
141,毒品,1121213,高雄市楠梓區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),57.5
142,毒品,1121212,嘉義縣中埔鄉,出租公寓（套房）,    ,    ,1,安非他命,5.64
143,毒品,1121101,臺中市中區,大廈(六層以上建築物),    ,    ,1,嗎啡,0
143,毒品,1121101,臺中市中區,大廈(六層以上建築物),    ,    ,1,安非他命,0
144,毒品,1121205,屏東縣潮州鎮,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,2.8
145,毒品,1121115,屏東縣潮州鎮,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
146,毒品,1121212,彰化縣和美鎮,空地(公、私用地),    ,    ,1,K(愷)他命(含液態),12.08
146,毒品,1121212,彰化縣和美鎮,空地(公、私用地),    ,    ,1,海洛因,7.93
146,毒品,1121212,彰化縣和美鎮,空地(公、私用地),    ,    ,1,海洛因,2.04
147,毒品,1121205,桃園市平鎮區,大廈(六層以上建築物),    ,    ,1,大麻（大麻花及大麻葉）,72.17
147,毒品,1121205,桃園市平鎮區,大廈(六層以上建築物),    ,    ,1,甲基卡西酮,5.66
148,毒品,1121128,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.16
149,毒品,1121024,臺中市北區,公寓(三至五層建築物),    ,    ,1,安非他命,0
150,毒品,1121115,桃園市大園區,機場,    ,    ,3,海洛因,28651
151,毒品,1121227,基隆市仁愛區,公路(省、縣、鄉、鎮道,    ,    ,3,安非他命,0.49
152,毒品,1121203,彰化縣北斗鎮,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),59
153,毒品,1121103,新竹市東區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,0
154,毒品,1121103,新竹市東區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,0
155,毒品,1121103,新竹市東區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,0
156,毒品,1121212,桃園市八德區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
157,毒品,1121005,苗栗縣頭份市,大廈(六層以上建築物),    ,    ,1,海洛因,1.06
158,毒品,1121211,新竹市東區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,安非他命,1
159,毒品,1121123,臺北市中正區,公寓(三至五層建築物),    ,    ,1,安非他命,0
160,毒品,1121009,臺中市西屯區,出租公寓（套房）,    ,    ,1,大麻（大麻花及大麻葉）,0
161,毒品,1121227,臺中市西屯區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.56
162,毒品,1121029,臺中市西屯區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻（大麻花及大麻葉）,0
162,毒品,1121029,臺中市西屯區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
162,毒品,1121029,臺中市西屯區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
163,毒品,1121226,臺中市西屯區,公路(省、縣、鄉、鎮道,    ,    ,1,卡西酮,30
164,毒品,1121124,新北市五股區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,9.44
164,毒品,1121124,新北市五股區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.59
165,毒品,1121221,彰化縣彰化市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.4
166,毒品,1121203,高雄市三民區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.04
167,毒品,1121110,桃園市八德區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
168,毒品,1121123,桃園市八德區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
169,毒品,1121021,新北市瑞芳區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
170,毒品,1121130,嘉義市西區,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),0.7
170,毒品,1121130,嘉義市西區,普通住宅(一、二層樓),    ,    ,1,"MDMA（快樂丸、搖頭丸、3,4-亞甲基雙氧甲基安非他命）",27.4
171,毒品,1121101,臺北市南港區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
171,毒品,1121101,臺北市南港區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
172,毒品,1121024,新北市瑞芳區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
173,毒品,1121023,新北市瑞芳區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
174,毒品,1121208,嘉義市西區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),900
175,毒品,1121104,嘉義市西區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,0
176,毒品,1121001,桃園市大園區,機場,    ,    ,3,大麻（大麻花及大麻葉）,1321.88
177,毒品,1121220,新北市三重區,大廈(六層以上建築物),    ,    ,1,甲基安非他命,0.23
178,毒品,1121109,雲林縣斗六市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
179,毒品,1121201,桃園市中壢區,大型購物場(倉儲),    ,停車場,1,海洛因,0.62
180,毒品,1121214,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,1.2
181,毒品,1121218,新竹市東區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,安非他命,1.14
182,毒品,1121008,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
182,毒品,1121008,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,鴉片(阿片),0
183,毒品,1121212,花蓮縣花蓮市,普通住宅(一、二層樓),    ,    ,1,安非他命,0.31
184,毒品,1121106,屏東縣東港鎮,透天厝,    ,    ,1,嗎啡,0
184,毒品,1121106,屏東縣東港鎮,透天厝,    ,    ,1,甲基安非他命,3.02
185,毒品,1121020,高雄市苓雅區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
186,毒品,1121111,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
187,毒品,1121225,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,"MDMA（快樂丸、搖頭丸、3,4-亞甲基雙氧甲基安非他命）",15.66
188,毒品,1121212,臺北市中山區,公路(省、縣、鄉、鎮道,Facebook,電腦網路,1,卡西酮,13.8
189,毒品,1121014,苗栗縣頭份市,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
190,毒品,1121107,苗栗縣頭份市,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
191,毒品,1121103,宜蘭縣頭城鎮,普通住宅(一、二層樓),    ,    ,1,嗎啡,0
191,毒品,1121103,宜蘭縣頭城鎮,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
192,毒品,1121130,雲林縣斗六市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.3
192,毒品,1121130,雲林縣斗六市,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,1.7
193,毒品,1121002,臺中市西屯區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
194,毒品,1121109,基隆市仁愛區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.71
195,毒品,1121206,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.63
196,毒品,1121024,屏東縣鹽埔鄉,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
197,毒品,1121031,屏東縣九如鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
198,毒品,1121128,高雄市永安區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
199,毒品,1121030,高雄市永安區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,2.2
200,毒品,1121203,臺北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.2
201,毒品,1121105,臺北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.2
202,毒品,1121023,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.01
203,毒品,1121105,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
204,毒品,1121101,臺北市萬華區,公寓(三至五層建築物),    ,    ,1,安非他命,0
205,毒品,1121215,臺北市南港區,公寓(三至五層建築物),    ,    ,1,安非他命,1.1
206,毒品,1121009,新北市板橋區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
207,毒品,1121021,新北市板橋區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
207,毒品,1121021,新北市板橋區,公寓(三至五層建築物),    ,    ,1,鴉片(阿片),0
208,毒品,1121102,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
209,毒品,1121014,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
210,毒品,1121208,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,1.3
211,毒品,1121120,新北市新店區,公寓(三至五層建築物),    ,    ,1,安非他命,0
212,毒品,1121122,桃園市觀音區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
213,毒品,1121218,臺北市信義區,公寓(三至五層建築物),    ,    ,2,安非他命,0.81
214,毒品,1121219,屏東縣萬巒鄉,普通住宅(一、二層樓),    ,街道馬路,1,安非他命,0.02
215,毒品,1121218,屏東縣內埔鄉,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.18
216,毒品,1121114,嘉義市西區,大廈(六層以上建築物),    ,    ,1,安非他命,0
217,毒品,1121011,臺南市永康區,大廈(六層以上建築物),    ,    ,1,安非他命,0.78
218,毒品,1121222,臺北市松山區,機場,    ,大廳,1,安非他命,0.6
219,毒品,1121124,苗栗縣苑裡鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
219,毒品,1121124,苗栗縣苑裡鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
220,毒品,1121213,臺中市烏日區,公路(省、縣、鄉、鎮道,    ,    ,1,4-甲基甲基卡西酮(喵喵),127.5
220,毒品,1121213,臺中市烏日區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),10.5
221,毒品,1121129,屏東縣內埔鄉,普通住宅(一、二層樓),    ,房間（起居室）,1,安非他命,0
222,毒品,1121229,桃園市八德區,公寓(三至五層建築物),    ,    ,1,安非他命,21.54
223,毒品,1121106,新北市林口區,網路咖啡館(店),    ,    ,1,甲基安非他命,0
224,毒品,1121227,臺北市萬華區,大廈(六層以上建築物),    ,    ,2,安非他命,1.3
224,毒品,1121227,臺北市萬華區,大廈(六層以上建築物),    ,    ,2,安非他命,50
