no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
76,毒品,20241008,臺中市烏日區,公路(省、縣、鄉、鎮道,google（Gmail、youtube等）,電腦網路,1,依托咪酯（Etomidate）,61.71
77,毒品,20241002,雲林縣麥寮鄉,公路(省、縣、鄉、鎮道, , ,1,安非他命,18.44
77,毒品,20241002,雲林縣麥寮鄉,公路(省、縣、鄉、鎮道, , ,1,4-甲基甲基卡西酮(喵喵),46.31
78,毒品,20241007,臺南市永康區,普通住宅(一、二層樓), , ,1,安非他命,0
79,毒品,20241028,臺南市永康區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.69
80,毒品,20241027,臺中市大里區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.3
81,毒品,20241002,新北市板橋區,公路(省、縣、鄉、鎮道,其他,電腦網路,1,安非他命,4.7
82,毒品,20241017,臺南市永康區,公路(省、縣、鄉、鎮道, , ,1,海洛因,1.14
82,毒品,20241017,臺南市永康區,公路(省、縣、鄉、鎮道, , ,1,安非他命,7.65
83,毒品,20241006,臺中市西屯區,公路(省、縣、鄉、鎮道, , ,1,4-甲基甲基卡西酮(喵喵),26.9
84,毒品,20241028,臺北市萬華區,公寓(三至五層建築物), , ,1,安非他命,0
85,毒品,20241002,臺北市大安區,公路(省、縣、鄉、鎮道, , ,2,大麻（大麻花及大麻葉）,0.5
85,毒品,20241002,臺北市大安區,公路(省、縣、鄉、鎮道, , ,2,大麻（大麻花及大麻葉）,2.03
86,毒品,20241005,臺北市南港區,公路(省、縣、鄉、鎮道, , ,1,大麻（大麻花及大麻葉）,31.36
87,毒品,20241012,彰化縣鹿港鎮,普通住宅(一、二層樓), , ,1,海洛因,0.4
88,毒品,20241023,臺南市永康區,公路(省、縣、鄉、鎮道, , ,1,安非他命,10.01
89,毒品,20241011,新北市土城區,公路(省、縣、鄉、鎮道, ,街道馬路,1,依托咪酯（Etomidate）,10.1
90,毒品,20241008,宜蘭縣礁溪鄉,普通住宅(一、二層樓), , ,1,甲基安非他命,0.42
91,毒品,20241011,嘉義市西區,出租公寓（套房）, , ,1,安非他命,1.94
92,毒品,20241030,新北市新莊區,公路(省、縣、鄉、鎮道, ,街道馬路,1,安非他命,15.61
92,毒品,20241030,新北市新莊區,公路(省、縣、鄉、鎮道, ,街道馬路,1,4-甲基甲基卡西酮(喵喵),5.49
93,毒品,20241008,新北市中和區,汽車旅館, , ,2,4-甲基甲基卡西酮(喵喵),9.92
93,毒品,20241008,新北市中和區,汽車旅館, , ,2,去甲基愷他命(Norketamine),0.98
94,毒品,20241029,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
95,毒品,20241001,高雄市路竹區,一般餐廳、飲食店, , ,1,依托咪酯（Etomidate）,0
96,毒品,20241008,嘉義縣民雄鄉,便利商店, , ,1,安非他命,8.1
96,毒品,20241008,嘉義縣民雄鄉,便利商店, , ,1,依托咪酯（Etomidate）,6.2
97,毒品,20241006,花蓮縣鳳林鎮,普通住宅(一、二層樓), , ,1,海洛因,7.96
98,毒品,20241016,臺北市士林區,公路(省、縣、鄉、鎮道, , ,1,大麻（大麻花及大麻葉）,0.66
99,毒品,20241021,臺南市永康區,公路(省、縣、鄉、鎮道, , ,1,安非他命,2.38
100,毒品,20241016,臺南市中西區,普通住宅(一、二層樓), , ,1,甲基安非他命,14.86
101,毒品,20241006,新竹市東區,公路(省、縣、鄉、鎮道, ,街道馬路,1,K(愷)他命(含液態),16.92
102,毒品,20241010,臺北市信義區,工地、工寮, ,地下室停車場,1,安非他命,8.38
102,毒品,20241010,臺北市信義區,工地、工寮, ,地下室停車場,1,依托咪酯（Etomidate）,9.6
103,毒品,20241008,新北市新莊區,公寓(三至五層建築物), , ,1,安非他命,0
104,毒品,20241005,新北市八里區,公路(省、縣、鄉、鎮道, , ,1,依托咪酯（Etomidate）,6
105,毒品,20241008,嘉義市東區,公路(省、縣、鄉、鎮道, , ,1,大麻（大麻花及大麻葉）,0
106,毒品,20241010,宜蘭縣員山鄉,農家住宅, , ,1,甲基安非他命,32.06
107,毒品,20241023,臺南市安南區,普通住宅(一、二層樓), , ,1,K(愷)他命(含液態),31.02
108,毒品,20241023,臺北市內湖區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.67
109,毒品,20241022,新北市三重區,普通住宅(一、二層樓), , ,1,安非他命,0
110,毒品,20241002,桃園市平鎮區,公路(省、縣、鄉、鎮道, , ,1,安非他命,10.89
111,毒品,20241007,宜蘭縣宜蘭市,普通住宅(一、二層樓), , ,1,依托咪酯（Etomidate）,5.83
112,毒品,20241011,彰化縣田中鎮,普通住宅(一、二層樓), , ,1,安非他命,0.52
113,毒品,20241001,屏東縣麟洛鄉,出租公寓（套房）, , ,1,K(愷)他命(含液態),0
113,毒品,20241001,屏東縣麟洛鄉,出租公寓（套房）, , ,1,4-甲基甲基卡西酮(喵喵),0
114,毒品,20241010,新北市土城區,公路(省、縣、鄉、鎮道, ,街道馬路,1,安非他命,4.65
115,毒品,20241011,臺北市文山區,公路(省、縣、鄉、鎮道, ,街道馬路,1,安非他命,1.04
116,毒品,20241010,彰化縣社頭鄉,普通住宅(一、二層樓), , ,1,海洛因,1.99
117,毒品,20241007,臺中市大甲區,普通住宅(一、二層樓), , ,1,海洛因,0.28
118,毒品,20241011,臺北市文山區,普通住宅(一、二層樓), , ,1,甲基安非他命,1.9
119,毒品,20241008,新北市土城區,普通住宅(一、二層樓), , ,1,依托咪酯（Etomidate）,4.81
120,毒品,20241016,彰化縣和美鎮,公路(省、縣、鄉、鎮道, , ,2,依托咪酯（Etomidate）,0
121,毒品,20241028,臺中市西屯區,大廈(六層以上建築物), , ,1,海洛因,9.06
121,毒品,20241028,臺中市西屯區,大廈(六層以上建築物), , ,1,大麻（大麻花及大麻葉）,0.99
121,毒品,20241028,臺中市西屯區,大廈(六層以上建築物), , ,1,安非他命,15.82
121,毒品,20241028,臺中市西屯區,大廈(六層以上建築物), , ,1,依托咪酯（Etomidate）,334.21
122,毒品,20241002,桃園市蘆竹區,公路(省、縣、鄉、鎮道, , ,1,海洛因,3
123,毒品,20241012,臺南市中西區,普通住宅(一、二層樓), , ,1,甲基安非他命,0.37
124,毒品,20241016,新竹縣橫山鄉,普通住宅(一、二層樓), , ,1,安非他命,0.69
125,毒品,20241017,南投縣南投市,普通住宅(一、二層樓), , ,1,海洛因,0.1
126,毒品,20241021,新北市五股區,普通住宅(一、二層樓), , ,1,4-甲基甲基卡西酮(喵喵),19.26
127,毒品,20241011,高雄市大社區,公路(省、縣、鄉、鎮道, , ,1,安非他命,3.76
128,毒品,20241015,雲林縣大埤鄉,普通住宅(一、二層樓), , ,1,安非他命,0.31
129,毒品,20241010,屏東縣高樹鄉,公路(省、縣、鄉、鎮道, , ,1,海洛因,0
130,毒品,20241001,桃園市中壢區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
131,毒品,20241007,臺北市萬華區,醫療院所(門診中心), ,公廁,1,海洛因,0.19
132,毒品,20241005,新北市新莊區,公路(省、縣、鄉、鎮道, , ,1,依托咪酯（Etomidate）,21.79
133,毒品,20241003,臺中市北區,普通住宅(一、二層樓), , ,1,安非他命,0.29
134,毒品,20241023,新北市五股區,公路(省、縣、鄉、鎮道,其他,電腦網路,1,4-甲基甲基卡西酮(喵喵),12.85
135,毒品,20241009,臺北市中正區,公路(省、縣、鄉、鎮道, ,街道馬路,1,氟地西泮,57.79
136,毒品,20241013,新北市五股區,普通住宅(一、二層樓), , ,1,大麻（大麻花及大麻葉）,0
137,毒品,20241021,新北市板橋區,公路(省、縣、鄉、鎮道, , ,1,甲基安非他命,0.5
138,毒品,20241001,基隆市安樂區,大廈(六層以上建築物), , ,1,依托咪酯（Etomidate）,23.76
138,毒品,20241001,基隆市安樂區,大廈(六層以上建築物), , ,1,依托咪酯（Etomidate）,28.18
138,毒品,20241001,基隆市安樂區,大廈(六層以上建築物), , ,1,依托咪酯（Etomidate）,34.73
138,毒品,20241001,基隆市安樂區,大廈(六層以上建築物), , ,1,依托咪酯（Etomidate）,38.43
138,毒品,20241001,基隆市安樂區,大廈(六層以上建築物), , ,1,依托咪酯（Etomidate）,53.76
138,毒品,20241001,基隆市安樂區,大廈(六層以上建築物), , ,1,依托咪酯（Etomidate）,136.63
138,毒品,20241001,基隆市安樂區,大廈(六層以上建築物), , ,1,依托咪酯（Etomidate）,999.11
139,毒品,20241025,高雄市前金區,公路(省、縣、鄉、鎮道, , ,1,海洛因,0.3
140,毒品,20241023,新北市三重區,公路(省、縣、鄉、鎮道, , ,1,甲基安非他命,0.98
140,毒品,20241023,新北市三重區,公路(省、縣、鄉、鎮道, , ,1,依托咪酯（Etomidate）,17.24
141,毒品,20241023,新北市三重區,普通住宅(一、二層樓), , ,1,甲基安非他命,1.42
142,毒品,20241016,新北市淡水區,普通住宅(一、二層樓), , ,1,安非他命,6
143,毒品,20241017,高雄市苓雅區,旅社飯店客棧, , ,1,卡西酮,693
143,毒品,20241017,高雄市苓雅區,旅社飯店客棧, , ,1,GHB(伽瑪-羥基丁酸),53.74
144,毒品,20241007,新竹縣橫山鄉,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.22
145,毒品,20241022,嘉義市西區,公路(省、縣、鄉、鎮道, ,街道馬路,1,安非他命,0.3
146,毒品,20241028,屏東縣屏東市,汽車旅館, ,門口(出入口),2,甲基卡西酮,17.81
147,毒品,20241015,99999000,公路(省、縣、鄉、鎮道, , ,1,安非他命,4.02
148,毒品,20241002,南投縣埔里鎮,普通住宅(一、二層樓), , ,1,安非他命,0
149,毒品,20241027,臺南市北區,普通住宅(一、二層樓), , ,1,K(愷)他命(含液態),36.47
149,毒品,20241027,臺南市北區,普通住宅(一、二層樓), , ,1,K(愷)他命(含液態),56.47
150,毒品,20241013,屏東縣三地門鄉,普通住宅(一、二層樓), , ,1,安非他命,1.8
151,毒品,20241012,臺北市大安區,公路(省、縣、鄉、鎮道, , ,1,安非他命,2.01
152,毒品,20241014,宜蘭縣宜蘭市,公寓(三至五層建築物), , ,1,甲基安非他命,0.36
153,毒品,20241024,臺南市安定區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.73
153,毒品,20241024,臺南市安定區,公路(省、縣、鄉、鎮道, , ,1,安非他命,1.58
154,毒品,20241007,桃園市平鎮區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
155,毒品,20241004,新北市新莊區,汽車旅館, , ,1,海洛因,10.06
155,毒品,20241004,新北市新莊區,汽車旅館, , ,1,甲基安非他命,21.68
156,毒品,20241005,臺北市信義區,公寓(三至五層建築物), , ,2,大麻（大麻花及大麻葉）,0
157,毒品,20241027,臺南市中西區,普通住宅(一、二層樓), , ,1,卡西酮,33.93
158,毒品,20241015,基隆市安樂區,產業道路, , ,1,海洛因,9.27
159,毒品,20241006,宜蘭縣員山鄉,普通住宅(一、二層樓), , ,1,K(愷)他命(含液態),2.3
159,毒品,20241006,宜蘭縣員山鄉,普通住宅(一、二層樓), , ,1,4-甲基甲基卡西酮(喵喵),0
159,毒品,20241006,宜蘭縣員山鄉,普通住宅(一、二層樓), , ,1,依托咪酯（Etomidate）,16.7
159,毒品,20241006,宜蘭縣員山鄉,普通住宅(一、二層樓), , ,1,依托咪酯（Etomidate）,195.5
160,毒品,20241014,臺中市北區,公路(省、縣、鄉、鎮道, , ,1,K(愷)他命(含液態),44.1
160,毒品,20241014,臺中市北區,公路(省、縣、鄉、鎮道, , ,1,4-甲基甲基卡西酮(喵喵),53.5
161,毒品,20241002,高雄市鼓山區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
162,毒品,20241017,臺南市中西區,公路(省、縣、鄉、鎮道, , ,1,卡西酮,167.68
162,毒品,20241017,臺南市中西區,公路(省、縣、鄉、鎮道, , ,1,K(愷)他命(含液態),31.77
163,毒品,20241015,桃園市龜山區,公路(省、縣、鄉、鎮道, ,街道馬路,3,依托咪酯（Etomidate）,87.88
164,毒品,20241012,高雄市新興區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.96
165,毒品,20241006,高雄市鼓山區,公路(省、縣、鄉、鎮道, , ,1,K(愷)他命(含液態),24.1
166,毒品,20241010,臺南市永康區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.22
167,毒品,20241011,臺北市萬華區,公路(省、縣、鄉、鎮道, , ,1,安非他命,10.84
168,毒品,20241017,新北市新莊區,公路(省、縣、鄉、鎮道, , ,1,安非他命,1.08
169,毒品,20241001,雲林縣虎尾鎮,普通住宅(一、二層樓), , ,1,依托咪酯（Etomidate）,5.01
169,毒品,20241001,雲林縣虎尾鎮,普通住宅(一、二層樓), , ,1,依托咪酯（Etomidate）,5.5
170,毒品,20241001,新北市板橋區,公寓(三至五層建築物), , ,3,依托咪酯（Etomidate）,84.3
171,毒品,20241025,嘉義市西區,公路(省、縣、鄉、鎮道, ,街道馬路,1,安非他命,2.41
172,毒品,20241006,桃園市平鎮區,公路(省、縣、鄉、鎮道, , ,1,安非他命,1.6
173,毒品,20241009,臺中市北屯區,商店行號, , ,1,海洛因,0.73
173,毒品,20241009,臺中市北屯區,商店行號, , ,1,安非他命,0.49
173,毒品,20241009,臺中市北屯區,商店行號, , ,1,甲基安非他命,57.66
173,毒品,20241009,臺中市北屯區,商店行號, , ,1,"MDMA（快樂丸、搖頭丸、3,4-亞甲基雙氧甲基安非他命）",40.34
173,毒品,20241009,臺中市北屯區,商店行號, , ,1,4-甲基甲基卡西酮(喵喵),6.56
174,毒品,20241016,高雄市仁武區,公路(省、縣、鄉、鎮道, , ,1,K(愷)他命(含液態),17.43
175,毒品,20241003,新北市三重區,公寓(三至五層建築物), , ,2,依托咪酯（Etomidate）,45.2
176,毒品,20241009,桃園市桃園區,公路(省、縣、鄉、鎮道, , ,1,海洛因,18.92
176,毒品,20241009,桃園市桃園區,公路(省、縣、鄉、鎮道, , ,1,安非他命,9.16
177,毒品,20241021,臺北市中山區,普通住宅(一、二層樓),LINE,電腦網路,1,佐沛眠,0.3
178,毒品,20241016,臺北市中山區,公寓(三至五層建築物),LINE,電腦網路,1,大麻（大麻花及大麻葉）,0
178,毒品,20241016,臺北市中山區,公寓(三至五層建築物),LINE,電腦網路,1,四氫大麻酚,0
179,毒品,20241019,臺北市大安區,公路(省、縣、鄉、鎮道, , ,1,大麻（大麻花及大麻葉）,0.01
180,毒品,20241001,高雄市鳳山區,公路(省、縣、鄉、鎮道,Instagram(IG),電腦網路,1,4-甲基甲基卡西酮(喵喵),4.25
181,毒品,20241026,高雄市林園區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.66
182,毒品,20241012,新北市新莊區,公路(省、縣、鄉、鎮道, , ,1,依托咪酯（Etomidate）,16.42
183,毒品,20241017,臺北市文山區,普通住宅(一、二層樓), , ,1,海洛因,0
184,毒品,20241004,花蓮縣鳳林鎮,普通住宅(一、二層樓), , ,1,安非他命,7.45
185,毒品,20241009,新北市三重區,公寓(三至五層建築物), , ,1,依托咪酯（Etomidate）,0
186,毒品,20241003,臺北市北投區,汽車旅館, , ,1,安非他命,0.01
187,毒品,20241018,臺中市北屯區,大廈(六層以上建築物), , ,1,依托咪酯（Etomidate）,138
188,毒品,20241001,宜蘭縣大同鄉,普通住宅(一、二層樓), , ,1,安非他命,0.6
189,毒品,20241016,臺中市大甲區,普通住宅(一、二層樓), , ,1,海洛因,13.16
189,毒品,20241016,臺中市大甲區,普通住宅(一、二層樓), , ,1,安非他命,80
189,毒品,20241016,臺中市大甲區,普通住宅(一、二層樓), , ,1,4-甲基甲基卡西酮(喵喵),6.12
189,毒品,20241016,臺中市大甲區,普通住宅(一、二層樓), , ,1,依托咪酯（Etomidate）,90
190,毒品,20241001,桃園市桃園區,商店行號,LINE,電腦網路,2,依托咪酯（Etomidate）,0
191,毒品,20241009,基隆市暖暖區,公路(省、縣、鄉、鎮道, , ,1,依托咪酯（Etomidate）,6.34
192,毒品,20241021,臺北市萬華區,公園, , ,1,安非他命,0
193,毒品,20241007,新北市樹林區,普通住宅(一、二層樓), , ,1,安非他命,0.2
194,毒品,20241001,宜蘭縣南澳鄉,普通住宅(一、二層樓), , ,1,依托咪酯（Etomidate）,20.86
195,毒品,20241001,桃園市平鎮區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
196,毒品,20241014,彰化縣田中鎮,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.79
197,毒品,20241026,高雄市林園區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0.66
198,毒品,20241003,高雄市小港區,公路(省、縣、鄉、鎮道, , ,1,安非他命,0
199,毒品,20241019,桃園市龜山區,公路(省、縣、鄉、鎮道, , ,1,安非他命,2.8
200,毒品,20241014,嘉義市西區,普通住宅(一、二層樓), , ,1,安非他命,1.2
201,毒品,20241014,新北市新莊區,公路(省、縣、鄉、鎮道, , ,2,4-甲基甲基卡西酮(喵喵),0.1
202,毒品,20241005,高雄市大寮區,公路(省、縣、鄉、鎮道, , ,1,安非他命,40.2
203,毒品,20241015,高雄市大寮區,普通住宅(一、二層樓), , ,1,安非他命,0
204,毒品,20241007,桃園市中壢區,公路(省、縣、鄉、鎮道,其他,電腦網路,1,依托咪酯（Etomidate）,25.68
