no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
80,毒品,1130313,基隆市安樂區,汽車旅館,    ,    ,1,大麻（大麻花及大麻葉）,0
81,毒品,1130306,臺北市文山區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,大麻（大麻花及大麻葉）,9.55
82,毒品,1130218,新北市三峽區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.48
83,毒品,1130308,宜蘭縣宜蘭市,公路(省、縣、鄉、鎮道,    ,汽車上,1,安非他命,0.69
84,毒品,1130316,臺北市北投區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
85,毒品,1130109,臺中市南屯區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
85,毒品,1130109,臺中市南屯區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
86,毒品,1130330,基隆市信義區,產業道路,    ,    ,1,安非他命,1
87,毒品,1130115,南投縣水里鄉,公路(省、縣、鄉、鎮道,    ,    ,1,鴉片(阿片),0
87,毒品,1130115,南投縣水里鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
88,毒品,1130312,臺北市中山區,大廈(六層以上建築物),    ,    ,1,大麻（大麻花及大麻葉）,7.38
89,毒品,1130312,臺北市中山區,大廈(六層以上建築物),    ,    ,2,大麻（大麻花及大麻葉）,21
90,毒品,1130106,臺中市西屯區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
91,毒品,1130318,臺中市西屯區,公路(省、縣、鄉、鎮道,    ,    ,2,K(愷)他命(含液態),10
92,毒品,1130220,新北市永和區,公寓(三至五層建築物),    ,    ,1,甲基卡西酮,0
93,毒品,1130304,嘉義市東區,公路(省、縣、鄉、鎮道,    ,門口(出入口),2,安非他命,14.8
94,毒品,1130301,高雄市三民區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,9.7
95,毒品,1130312,彰化縣二林鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,19.82
95,毒品,1130312,彰化縣二林鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,6.7
96,毒品,1130219,新北市瑞芳區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
97,毒品,1130322,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,2,安非他命,22.4
98,毒品,1130325,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
99,毒品,1130115,南投縣中寮鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
99,毒品,1130115,南投縣中寮鄉,普通住宅(一、二層樓),    ,    ,1,嗎啡,0
100,毒品,1130313,新北市永和區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻（大麻花及大麻葉）,78.35
101,毒品,1130314,新竹縣竹東鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
102,毒品,1130117,嘉義縣東石鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
102,毒品,1130117,嘉義縣東石鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,0
103,毒品,1130314,臺南市永康區,公寓(三至五層建築物),    ,    ,1,安非他命,1.9
103,毒品,1130314,臺南市永康區,公寓(三至五層建築物),    ,    ,1,K(愷)他命(含液態),4
103,毒品,1130314,臺南市永康區,公寓(三至五層建築物),    ,    ,1,4-甲基甲基卡西酮(喵喵),2.9
104,毒品,1130103,臺中市烏日區,產業道路,    ,    ,1,安非他命,49.47
104,毒品,1130103,臺中市烏日區,產業道路,    ,    ,1,海洛因,0.55
105,毒品,1130315,臺中市南屯區,透天厝,    ,    ,1,甲基卡西酮,15.42
106,毒品,1130312,宜蘭縣壯圍鄉,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),7.1
106,毒品,1130312,宜蘭縣壯圍鄉,普通住宅(一、二層樓),    ,    ,1,大麻（大麻花及大麻葉）,0.7
107,毒品,1130312,宜蘭縣壯圍鄉,普通住宅(一、二層樓),    ,    ,1,大麻（大麻花及大麻葉）,0.8
108,毒品,1130312,宜蘭縣礁溪鄉,大廈(六層以上建築物),    ,    ,1,大麻（大麻花及大麻葉）,105.59
109,毒品,1130316,雲林縣褒忠鄉,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),0.93
110,毒品,1130128,宜蘭縣頭城鎮,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
111,毒品,1130109,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
112,毒品,1130201,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,2.68
113,毒品,1130311,臺中市北區,汽車旅館,    ,    ,1,4-甲基甲基卡西酮(喵喵),2392.37
114,毒品,1130312,臺中市北區,集合住宅,    ,    ,1,大麻（大麻花及大麻葉）,2.14
115,毒品,1130203,臺南市仁德區,產業道路,    ,    ,1,安非他命,0
116,毒品,1130201,臺南市仁德區,透天厝,    ,    ,1,大麻（大麻花及大麻葉）,0
117,毒品,1130105,桃園市觀音區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
117,毒品,1130105,桃園市觀音區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
118,毒品,1130206,新竹市東區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,大麻（大麻花及大麻葉）,5
118,毒品,1130206,新竹市東區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,3
119,毒品,1130124,新竹市東區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
120,毒品,1130119,新竹市東區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
121,毒品,1130326,新北市三重區,公寓(三至五層建築物),    ,    ,1,安非他命,0.4
122,毒品,1130315,臺北市中山區,汽車旅館,    ,    ,1,安非他命,1.3
122,毒品,1130315,臺北市中山區,汽車旅館,    ,    ,1,K(愷)他命(含液態),43.2
122,毒品,1130315,臺北市中山區,汽車旅館,    ,    ,1,卡西酮,7
123,毒品,1130202,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,14.22
123,毒品,1130202,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,9.9
124,毒品,1130305,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,"MDMA（快樂丸、搖頭丸、3,4-亞甲基雙氧甲基安非他命）",90.16
125,毒品,1130131,新北市瑞芳區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
126,毒品,1130226,新北市雙溪區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
127,毒品,1130128,新北市瑞芳區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
128,毒品,1130107,桃園市中壢區,普通住宅(一、二層樓),LINE,電腦網路,1,4-甲基甲基卡西酮(喵喵),0
129,毒品,1130131,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.68
130,毒品,1130227,桃園市八德區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,173
131,毒品,1130225,基隆市中正區,產業道路,    ,    ,1,安非他命,46.59
132,毒品,1130212,新竹縣竹東鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
133,毒品,1130311,雲林縣虎尾鎮,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.27
134,毒品,1130319,臺中市西屯區,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),10
135,毒品,1130202,高雄市苓雅區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
136,毒品,1130326,桃園市平鎮區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
137,毒品,1130213,高雄市小港區,透天厝,    ,    ,2,海洛因,1.53
137,毒品,1130213,高雄市小港區,透天厝,    ,    ,2,海洛因,0.83
137,毒品,1130213,高雄市小港區,透天厝,    ,    ,2,海洛因,1.34
138,毒品,1130219,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.6
139,毒品,1130312,臺中市北區,集合住宅,    ,    ,1,大麻（大麻花及大麻葉）,0.6
140,毒品,1130216,新竹縣關西鎮,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.01
140,毒品,1130216,新竹縣關西鎮,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.01
141,毒品,1130207,新北市林口區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
142,毒品,1130209,新北市林口區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
143,毒品,1130208,新北市林口區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0.26
143,毒品,1130208,新北市林口區,公寓(三至五層建築物),    ,    ,1,海洛因,21
144,毒品,1130208,新北市林口區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
145,毒品,1130101,新北市泰山區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
146,毒品,1130305,新北市泰山區,汽車旅館,facetime,電腦網路,1,安非他命,7.77
146,毒品,1130305,新北市泰山區,汽車旅館,facetime,電腦網路,1,卡西酮,10.76
146,毒品,1130305,新北市泰山區,汽車旅館,facetime,電腦網路,1,海洛因,5.96
146,毒品,1130305,新北市泰山區,汽車旅館,facetime,電腦網路,1,K(愷)他命(含液態),6.94
146,毒品,1130305,新北市泰山區,汽車旅館,facetime,電腦網路,1,K(愷)他命(含液態),2.42
147,毒品,1130212,新北市林口區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
148,毒品,1130204,新北市泰山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
149,毒品,1130304,新北市泰山區,汽車旅館,    ,    ,2,安非他命,7.77
149,毒品,1130304,新北市泰山區,汽車旅館,    ,    ,2,K(愷)他命(含液態),2.42
149,毒品,1130304,新北市泰山區,汽車旅館,    ,    ,2,卡西酮,10.76
149,毒品,1130304,新北市泰山區,汽車旅館,    ,    ,2,K(愷)他命(含液態),6.94
149,毒品,1130304,新北市泰山區,汽車旅館,    ,    ,2,甲基安非他命,0
149,毒品,1130304,新北市泰山區,汽車旅館,    ,    ,2,海洛因,5.96
150,毒品,1130306,臺中市南屯區,大廈(六層以上建築物),    ,    ,1,安非他命,1.6
151,毒品,1130106,臺中市東勢區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
152,毒品,1130314,桃園市中壢區,公寓(三至五層建築物),    ,    ,1,FM2,15.46
152,毒品,1130314,桃園市中壢區,公寓(三至五層建築物),    ,    ,1,海洛因,38.41
152,毒品,1130314,桃園市中壢區,公寓(三至五層建築物),    ,    ,1,安非他命,154.7
153,毒品,1130311,彰化縣埔心鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.5
153,毒品,1130311,彰化縣埔心鄉,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.5
154,毒品,1130312,臺中市東區,普通住宅(一、二層樓),    ,    ,1,大麻（大麻花及大麻葉）,0.1
155,毒品,1130312,臺中市東區,大廈(六層以上建築物),    ,    ,1,大麻（大麻花及大麻葉）,1.91
156,毒品,1130206,新北市中和區,普通住宅(一、二層樓),    ,    ,1,海洛因,1.52
156,毒品,1130206,新北市中和區,普通住宅(一、二層樓),    ,    ,1,安非他命,22
157,毒品,1130304,嘉義縣大林鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0
157,毒品,1130304,嘉義縣大林鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
158,毒品,1130301,高雄市鳳山區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,5.25
159,毒品,1130103,臺北市松山區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
160,毒品,1130326,苗栗縣竹南鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0
160,毒品,1130326,苗栗縣竹南鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0.4
161,毒品,1130218,臺南市六甲區,公園,    ,    ,1,安非他命,0
162,毒品,1130227,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻（大麻花及大麻葉）,0.01
163,毒品,1130311,高雄市楠梓區,汽車旅館,    ,    ,1,甲基安非他命,2.26
164,毒品,1130123,屏東縣東港鎮,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.3
165,毒品,1130217,臺中市北區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,5.72
166,毒品,1130102,屏東縣崁頂鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
166,毒品,1130102,屏東縣崁頂鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,0
167,毒品,1130305,彰化縣溪州鄉,普通住宅(一、二層樓),    ,    ,2,安非他命,1.82
168,毒品,1130222,臺北市中山區,公寓(三至五層建築物),    ,    ,1,安非他命,8.21
169,毒品,1130319,臺北市南港區,普通住宅(一、二層樓),    ,    ,1,海洛因,0.21
169,毒品,1130319,臺北市南港區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
170,毒品,1130328,新北市汐止區,公寓(三至五層建築物),    ,    ,1,海洛因,0.3
170,毒品,1130328,新北市汐止區,公寓(三至五層建築物),    ,    ,1,安非他命,0.75
171,毒品,1130118,嘉義縣中埔鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
172,毒品,1130313,臺中市北區,普通住宅(一、二層樓),    ,    ,1,安非他命,13.88
173,毒品,1130317,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.9
173,毒品,1130317,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.9
174,毒品,1130307,高雄市三民區,旅社飯店客棧,    ,    ,1,海洛因,0.34
175,毒品,1130229,南投縣草屯鎮,透天厝,    ,    ,1,安非他命,0
176,毒品,1130312,南投縣中寮鄉,普通住宅(一、二層樓),    ,    ,1,大麻（大麻花及大麻葉）,0.27
177,毒品,1130318,嘉義市西區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,安非他命,0.31
178,毒品,1130311,彰化縣埔心鄉,普通住宅(一、二層樓),    ,    ,2,海洛因,1
179,毒品,1130108,臺南市仁德區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
180,毒品,1130109,新竹市東區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
181,毒品,1130313,屏東縣潮州鎮,鐵皮屋,    ,    ,1,海洛因,0.28
182,毒品,1130201,新北市三峽區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
182,毒品,1130201,新北市三峽區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),0
182,毒品,1130201,新北市三峽區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
183,毒品,1130222,新北市鶯歌區,汽車旅館,    ,    ,1,安非他命,0.88
184,毒品,1130317,彰化縣伸港鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,0
184,毒品,1130317,彰化縣伸港鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
185,毒品,1130226,高雄市鳥松區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,3.17
186,毒品,1130312,桃園市新屋區,公寓(三至五層建築物),    ,    ,1,大麻（大麻花及大麻葉）,0
187,毒品,1130228,桃園市龜山區,大廈(六層以上建築物),    ,    ,1,海洛因,2.38
188,毒品,1130312,新北市土城區,公寓(三至五層建築物),    ,    ,1,大麻（大麻花及大麻葉）,0.1
189,毒品,1130304,新北市土城區,普通住宅(一、二層樓),    ,    ,2,甲基安非他命,0
190,毒品,1130218,基隆市信義區,產業道路,    ,    ,1,安非他命,0.62
191,毒品,1130301,臺東縣池上鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.19
192,毒品,1130219,基隆市仁愛區,公寓(三至五層建築物),    ,房間（起居室）,1,海洛因,0
193,毒品,1130312,桃園市大園區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻（大麻花及大麻葉）,1.73
194,毒品,1130115,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
195,毒品,1130309,高雄市前金區,公路(省、縣、鄉、鎮道,    ,    ,1,卡西酮,16.9
195,毒品,1130309,高雄市前金區,公路(省、縣、鄉、鎮道,    ,    ,1,卡西酮,10.14
196,毒品,1130304,新北市樹林區,汽車旅館,    ,    ,2,K(愷)他命(含液態),11.6
196,毒品,1130304,新北市樹林區,汽車旅館,    ,    ,2,4-甲基甲基卡西酮(喵喵),66.35
197,毒品,1130202,新北市三重區,普通住宅(一、二層樓),    ,    ,3,K(愷)他命(含液態),6.28
197,毒品,1130202,新北市三重區,普通住宅(一、二層樓),    ,    ,3,卡西酮,63.68
197,毒品,1130202,新北市三重區,普通住宅(一、二層樓),    ,    ,3,K(愷)他命(含液態),15.68
198,毒品,1130107,桃園市中壢區,大廈(六層以上建築物),    ,    ,1,安非他命,0
199,毒品,1130215,桃園市中壢區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
199,毒品,1130215,桃園市中壢區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
200,毒品,1130222,桃園市八德區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.77
201,毒品,1130320,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),9.3
202,毒品,1130223,桃園市中壢區,普通住宅(一、二層樓),    ,    ,2,安非他命,1
203,毒品,1130304,桃園市中壢區,公路(省、縣、鄉、鎮道,telegram,電腦網路,2,甲氧基甲基卡西酮Methoxymethcathinone,38.5
